# BEAST v1.7.5
# Generated Sun Apr 07 14:14:09 BST 2013 [seed=1365340446246]
state	posterior	prior	likelihood	treeLikelihood	skyline	treeModel.rootHeight	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10
1350000	-9660.089811734579	-2088.388033421371	-7571.701778313208	-7571.701778313208	-1907.1860427210188	1.4894682498772625	8.570069966269111	0.37718908982495164	0.1752180744387461	0.20151058549127973	0.24608225024502275	0.002268103403628576	92.55251120231529	42.79040655065358	115.20229136782905	137.6808034556917	74.26171981838965	33.95985874715017	14.192808076116746	1.4110327837705703	0.32687851961111175	0.3412771656789768	87.0	99.0	10.0	21.0	39.0	51.0	51.0	121.0	27.0	7.0
1375000	-9593.695336983063	-2036.6377493382615	-7557.0575876448	-7557.0575876448	-1855.8368530078128	1.0714289115365985	7.843075952988165	0.3925684021261777	0.1714885720899179	0.19564320508295643	0.2402998207009481	0.0022541730442939517	72.11079902913426	42.6291206102513	77.47919963863963	98.13674375171824	21.871490775575825	86.13157042755859	12.250808204195726	1.0838373102865069	0.3163655579868131	0.159548077013387	83.0	111.0	6.0	26.0	69.0	25.0	52.0	114.0	26.0	1.0
1400000	-9617.500333958738	-2059.9385316455778	-7557.561802313161	-7557.561802313161	-1880.9017603346247	0.8476112241300829	8.719328220755674	0.35708495780744154	0.18158540006190776	0.20560756535071234	0.2557220767799385	0.00237154606070388	125.25497972077765	40.66433306911308	76.57717048266834	102.16547913390802	36.31373624622665	40.96034749606487	13.717263698156298	1.6206395154789368	0.22487301620444514	0.062328887343768555	70.0	106.0	11.0	33.0	71.0	20.0	58.0	102.0	38.0	4.0
1425000	-9583.68059124188	-2043.7314923876843	-7539.949098854197	-7539.949098854197	-1865.0425978933304	0.9663373352208527	9.191621659111686	0.37200258866383684	0.1851949697654114	0.19942913878952062	0.24337330278123137	0.0024674395825662566	86.81443009865718	37.02946179200262	44.491479346973186	80.56118346921497	37.22784952075254	51.49770718223092	12.831250573785544	2.0974762258883457	0.12083849547302891	0.1791494925265877	75.0	101.0	5.0	29.0	81.0	20.0	61.0	94.0	39.0	8.0
1450000	-9563.798628952956	-2027.7629292106808	-7536.035699742276	-7536.035699742276	-1850.1473743219456	1.0336473024466835	7.637396402412748	0.36624971949712837	0.18153071355419267	0.2107197681167322	0.24149979883194692	0.0023857556619460655	76.32418313231086	44.62807606333686	97.6023590142907	62.381236447351604	40.23175500545823	11.700334703139237	11.580030995560955	1.5068248481923772	0.1423182839197303	0.30406389812509454	68.0	114.0	15.0	11.0	98.0	2.0	64.0	93.0	38.0	10.0
1475000	-9587.344152642381	-2032.4172167175557	-7554.926935924826	-7554.926935924826	-1852.296483307996	0.8432546847150343	8.272441248662401	0.3783050638730023	0.18153071355419267	0.20833993712063154	0.23182428545217365	0.0024040803095576116	93.48612382912913	42.1042529587076	45.96524670798389	159.27282273778695	30.499080726138697	73.00434920330207	8.002846253912434	1.4804870685383547	0.15541897489295667	0.044968164513944815	69.0	106.0	12.0	21.0	96.0	14.0	68.0	87.0	34.0	6.0
1500000	-9610.90629884758	-2088.5394724162265	-7522.366826431353	-7522.366826431353	-1911.37358583876	1.023852827757604	7.928753077731735	0.3683775248117062	0.1755083955102125	0.19406755950071547	0.2620465201773659	0.0022855802113091375	73.7639140571828	79.66004695250626	24.192608743029208	49.23723198674367	35.5601061211553	41.58779242189474	14.290460384217905	1.3854042449767412	0.18094086574269813	0.1651107950345559	95.0	98.0	4.0	13.0	98.0	1.0	73.0	93.0	27.0	11.0
1525000	-9583.131939307688	-2045.2323273483044	-7537.899611959385	-7537.899611959385	-1866.6695777609825	0.9449253472104403	7.9308019127229965	0.3750119824115995	0.1906500674140711	0.19683091747796477	0.23750703269636475	0.0025367436999595683	79.45965474462434	53.313437152258004	102.00684982323645	41.01059411513039	55.05183164417584	9.980942673037518	15.901224616249047	1.6540307123341493	0.1137611894354659	0.23679259501193434	96.0	90.0	7.0	21.0	78.0	5.0	87.0	78.0	47.0	4.0
1550000	-9609.223818950284	-2048.659240977436	-7560.5645779728475	-7560.5645779728475	-1872.5652785094708	1.3541440783324674	9.419909349761717	0.35865684736166187	0.1862042718868525	0.20753088180951315	0.24760799894197263	0.0022959832430211	69.85912815496425	36.05702288635559	42.064062599776214	41.47656951311031	54.9716163198479	11.719653862935125	10.787879396482934	1.8488710737440734	0.11880731021954632	0.21658423248787548	104.0	99.0	12.0	5.0	78.0	2.0	88.0	81.0	41.0	3.0
1575000	-9573.162907679796	-2047.4888891266805	-7525.674018553115	-7525.674018553115	-1872.1184736258283	0.9116195213194338	7.701389216697097	0.3658257093839518	0.1790046107602401	0.22178357664768208	0.2333861032081262	0.002629618149909522	64.31071881860328	39.71501777969194	75.21881472990273	38.963110968446415	48.75840796018618	17.444229871500887	8.105261849005768	2.3275653023077374	0.09104419340913232	0.08887476187303711	102.0	95.0	6.0	1.0	84.0	20.0	84.0	69.0	51.0	1.0
1600000	-9556.42440366844	-2019.0799249532934	-7537.344478715147	-7537.344478715147	-1845.3941298848583	0.7697373547499823	7.984791663135098	0.3800143410842928	0.17711785855944057	0.20751022687616918	0.23535757348009756	0.002498780815226701	94.02668222727613	51.10168990215845	21.558697686921946	21.179649671247695	40.94519639157542	23.915760592263943	11.584314674271749	2.23014208224649	0.07266673087834352	0.007523013683836241	103.0	106.0	10.0	1.0	82.0	7.0	86.0	66.0	46.0	6.0
1625000	-9501.670172983697	-1983.973433241073	-7517.696739742624	-7517.696739742624	-1810.551796871975	0.733300425827484	7.29255658637346	0.372439656642592	0.18508798777013916	0.20208652188092646	0.24038583370634248	0.0028536601232837687	52.654183801854664	67.1862987421024	47.998420822714436	8.923289466182295	34.521338909460724	7.195306152288185	7.842615214263746	2.5509611022856027	0.07403622501432507	0.001898230671438173	106.0	105.0	3.0	21.0	89.0	5.0	80.0	55.0	44.0	5.0
1650000	-9521.392316973492	-1996.4160171788526	-7524.976299794638	-7524.976299794638	-1823.720721052805	0.7698551331584613	9.783296424401282	0.3703462465384015	0.1733558655433335	0.19783808918071594	0.2584597987375491	0.0028088190206216113	54.92088767271036	52.25512136023644	32.44599282053388	16.437828191528816	29.12397456644695	14.811230731384384	6.978994706043854	3.710777444054479	0.09306354350182373	0.001077464304882168	118.0	98.0	3.0	26.0	72.0	20.0	77.0	45.0	53.0	1.0
1675000	-9465.803150825946	-1965.5188353606072	-7500.284315465339	-7500.284315465339	-1790.9531245198862	0.8563977597593954	9.772290705933148	0.35535880759452737	0.18880515598890302	0.21438106177424285	0.2414549746423268	0.00266087935755364	56.63738494274493	31.1970451294581	58.42890792006581	44.639179520167716	33.54168888213603	21.11363840564157	6.040694433353641	2.928717691178891	0.08140334857883133	0.06432518679291371	124.0	96.0	1.0	42.0	67.0	13.0	61.0	55.0	50.0	4.0
1700000	-9451.623615648685	-1973.0336448759363	-7478.5899707727485	-7478.5899707727485	-1799.5661334543745	0.8243152163542079	6.7309495254075005	0.35973278368966605	0.18824225163102312	0.2125934668603546	0.23943149781895617	0.002859278772210041	59.398152329654515	25.668392151201786	30.331642176381536	39.73906630703094	29.684557421330968	28.881889371339792	9.411332908116444	2.97856654083261	0.0565896288831551	0.05498744669595782	126.0	91.0	13.0	32.0	86.0	1.0	52.0	55.0	52.0	5.0
1725000	-9427.005352871367	-1941.8797847565334	-7485.125568114834	-7485.125568114834	-1768.021950485781	0.7538825677527103	7.6258166047226625	0.37317080824751403	0.18101572674699692	0.2074075186111265	0.23840594639436252	0.0031961039686960097	74.2229893188226	23.469144448695975	11.784731320067413	34.52679868861488	29.745150674419197	19.457802911766034	13.323591580448923	2.778263554192179	0.09283034888957102	0.05796978708812713	107.0	75.0	20.0	29.0	85.0	15.0	71.0	50.0	45.0	16.0
1750000	-9381.254268966457	-1920.5276470607573	-7460.726621905699	-7460.726621905699	-1746.8043164803325	0.7690207784507056	9.74112248790558	0.3653769564982834	0.18283682835281154	0.21087331641626514	0.24091289873263994	0.00283923291477925	89.04131863390572	21.023381182478943	7.934867288363578	17.904751485522073	23.339239464407566	43.54319172806424	9.47959922519531	2.1946780365275718	0.09056370188074463	0.05083050016037493	101.0	87.0	23.0	1.0	96.0	21.0	82.0	47.0	39.0	16.0
1775000	-9364.762287303804	-1904.1147165801544	-7460.647570723649	-7460.647570723649	-1729.607597303761	0.8018116456530248	9.428718147727473	0.3615364773820132	0.17900279466970537	0.21239436499415273	0.2470663629541287	0.003351327951282274	62.857225489292546	12.05886704098794	22.43961575535697	35.112923232568775	15.81430101788329	39.31259111632058	7.196085090962228	3.261104549921433	0.11543029790852491	0.04338962442527203	107.0	87.0	29.0	5.0	87.0	24.0	76.0	48.0	40.0	10.0
1800000	-9407.3184893877	-1936.5869972055107	-7470.731492182191	-7470.731492182191	-1762.9378945454187	0.9165546738973517	7.526113741787276	0.3761833675529186	0.17734356202888119	0.1995789553669825	0.2468941150512178	0.0031031659856773663	49.23553451997128	29.695306298998844	8.462875581766458	8.20059152324277	27.34697920442718	17.092389690469236	9.03979277237665	2.449318644203152	0.0797815781765142	0.25626048516193745	119.0	78.0	20.0	24.0	77.0	40.0	67.0	43.0	43.0	2.0
1825000	-9424.710982428505	-1934.4640104007108	-7490.246972027794	-7490.246972027794	-1762.8614055037058	0.7258750761870189	7.70090448516376	0.36860773852414896	0.1720123812643145	0.20025381967338232	0.2591260605381543	0.0033915249704762254	47.1133676380273	25.456253713681964	13.6132505896708	19.872920465003922	40.918295870270754	13.489129701754832	12.862743944839487	2.0486699341286756	0.07584418348309539	0.02239384858815268	105.0	88.0	33.0	7.0	72.0	38.0	69.0	58.0	39.0	4.0
1850000	-9415.674816247873	-1934.1289337887733	-7481.545882459099	-7481.545882459099	-1760.0952458688635	0.8169073634798554	9.213045624633288	0.3724838601186848	0.18638794685059187	0.19517680376699506	0.24595138926372834	0.003132398782449943	42.19291475059376	33.69618104407756	9.43895414764436	31.468307423879878	20.222231956724215	14.54862544983775	13.625203815773594	1.7023251030775264	0.14134210327798405	0.2194469938653919	89.0	94.0	28.0	30.0	71.0	28.0	77.0	53.0	41.0	2.0
1875000	-9415.904497572952	-1936.232351589863	-7479.67214598309	-7479.67214598309	-1765.1593821561507	0.9614172920913039	7.34886121178138	0.3815063827504975	0.1737160738213935	0.21155102133420223	0.23322652209390685	0.0034178001554161044	39.00082976604477	29.76479264859922	24.06322095387067	23.09462143015523	23.31934934517454	26.869536450407992	6.402336370075236	1.4047510107704162	0.1299495666519934	0.0759173595791855	102.0	101.0	30.0	27.0	59.0	12.0	99.0	45.0	36.0	2.0
1900000	-9363.719203101611	-1903.117797733179	-7460.601405368432	-7460.601405368432	-1731.9268141953028	1.0840682556050594	8.820813528423354	0.3855000155871926	0.18101139629312754	0.2036704326250297	0.22981815549465012	0.0034001249403736744	39.177054916292285	24.34440551521311	8.944512012050204	7.916285116344097	25.090750974763505	27.300001503839482	7.423936847032321	1.19505412978678	0.12012845572892844	0.14738583219818147	101.0	109.0	46.0	13.0	50.0	10.0	97.0	49.0	35.0	3.0
1925000	-9331.754192729408	-1873.7622825552908	-7457.991910174117	-7457.991910174117	-1703.178877951139	0.7393903819530365	7.504291095253793	0.3646444905485937	0.18101139629312754	0.2076482844314681	0.24669582872681065	0.0031104119038067256	48.94584858659712	24.891089596107395	12.071072904731418	10.209062982810801	27.50890780420724	6.753687147120147	9.90137938753983	1.3318911921015477	0.07442106063965886	0.11082073442065078	92.0	114.0	43.0	26.0	50.0	3.0	96.0	50.0	26.0	13.0
1950000	-9315.842058880153	-1886.306457238567	-7429.535601641585	-7429.535601641585	-1716.8156987254076	0.7548188458498858	8.151601393985036	0.38316646607912824	0.16968144324280607	0.2132176577312553	0.23393443294681052	0.003106274275542679	39.58001302542087	26.41493809805272	6.744912719593631	12.986094335423855	29.45618410557787	8.9395110365462	9.886429974979091	1.0312970727006998	0.048067095197379624	0.051398000916955795	84.0	120.0	43.0	24.0	46.0	22.0	85.0	58.0	19.0	12.0
1975000	-9319.176072627577	-1877.7988086840523	-7441.377263943525	-7441.377263943525	-1704.241503779477	0.8560002478712191	7.559031070208286	0.3825622333750226	0.18260625695130273	0.20146994657410996	0.23336156309956482	0.0034050751596626056	55.168106755170825	26.01918351050658	4.146961975671434	14.590653398928989	36.67500374208986	14.779227067450364	10.158883169786026	1.371523097764903	0.3321061956556671	0.18680697486044773	68.0	136.0	55.0	29.0	36.0	20.0	80.0	53.0	11.0	25.0
2000000	-9331.504924265679	-1883.2716288336433	-7448.233295432035	-7448.233295432035	-1707.6815557453408	0.9770255267665571	7.68374967801118	0.350842018742637	0.17644786123350237	0.21393745549049867	0.2587726645333621	0.003503344625603447	51.20866653249349	26.208698744373354	3.5762000888595886	18.661675657523787	55.334980270600816	12.263904996592736	7.538079952915647	1.2341209958511548	0.3655492694061452	0.25501314902778427	69.0	143.0	52.0	22.0	32.0	28.0	85.0	51.0	8.0	23.0
2025000	-9262.327761738648	-1825.3602257132093	-7436.96753602544	-7436.96753602544	-1650.0852481556399	0.851706466173712	10.079939528841612	0.3699952842434821	0.17889318111934005	0.20895410051745614	0.24215743411972182	0.003637476639539967	38.68679030022927	20.41737856722858	3.7431094116838475	19.266907178536766	41.96848817545787	45.60072842188172	6.502324077034657	1.420899980769477	0.22581844131824808	0.13016809308198324	72.0	144.0	50.0	28.0	23.0	19.0	89.0	50.0	16.0	22.0
2050000	-9273.86364187692	-1834.3131035833244	-7439.550538293595	-7439.550538293595	-1661.7337246581849	0.8674227736642225	8.547182999867736	0.3684253633957205	0.18940943874754745	0.20938516911606067	0.23278002874067144	0.003606890209428871	54.869754264197624	22.001986571124085	2.9639055169411734	11.140597001024526	22.897037207267072	25.423637756939822	7.447672530994723	1.1770620181463887	0.2815967888018227	0.19650578147065992	70.0	150.0	39.0	14.0	37.0	37.0	84.0	45.0	9.0	28.0
2075000	-9279.121031841405	-1845.9052373954846	-7433.215794445921	-7433.215794445921	-1673.809491055338	1.0182620895661185	9.222937875911825	0.346788710625311	0.19651597041247035	0.21260978129434438	0.24408553766787427	0.0037649787052071028	53.09113213564876	20.756454095996492	4.047153193126034	9.571281371268865	28.49066039314078	18.923539991721842	4.989139682247953	1.5723680369975095	0.3702696251698662	0.2603856968856014	74.0	142.0	37.0	23.0	26.0	36.0	96.0	45.0	20.0	14.0
2100000	-9270.679900002124	-1831.0666710290116	-7439.613228973112	-7439.613228973112	-1656.8680315667464	0.9856069108349447	9.693780286994397	0.38393487536798154	0.17765571085589585	0.18994967753507172	0.24845973624105094	0.0036016152536864888	50.40811059662336	19.39568354705149	2.2501038853830497	8.992600745951265	34.53234736105031	14.938705461682305	6.2565870857275	1.5806417093276237	0.6812313882439011	0.18665819968333533	73.0	136.0	47.0	13.0	30.0	37.0	83.0	60.0	11.0	23.0
2125000	-9255.113149850187	-1845.6340109944526	-7409.479138855735	-7409.479138855735	-1670.793403972562	0.7518409813411241	8.071872268988994	0.36235209724028195	0.17765571085589585	0.2055134189342301	0.2544787729695922	0.003129386058217493	55.25062536775273	21.48475652982574	5.413821864683531	10.621788959077858	17.55716004187269	48.243001337298054	9.130114980293117	2.049824178751476	1.1685894119391662	0.13879957434198334	73.0	134.0	53.0	3.0	20.0	30.0	88.0	67.0	15.0	30.0
2150000	-9225.28483279587	-1806.241073304468	-7419.043759491402	-7419.043759491402	-1631.5086895747957	0.9928929373688209	9.501258649424702	0.34978894824525447	0.19208713185033088	0.21921632299329502	0.2389075969111198	0.003479691591476679	52.969180556264085	19.609460400104226	3.1213552478560533	6.154424704012742	26.969400972307895	25.79696819166561	11.444775234129908	1.5513689203293015	1.1247221755913879	0.14471390459097136	83.0	118.0	41.0	19.0	28.0	47.0	61.0	64.0	21.0	31.0
2175000	-9211.27366740898	-1769.2591719742622	-7442.014495434717	-7442.014495434717	-1596.9808382538624	0.893862225494344	8.589459657488664	0.37514232378811313	0.18132149657139893	0.19161213830895443	0.25192404133153373	0.0036681785245223485	48.49310007818151	17.12118703817237	2.7290492729004616	4.981820420086292	9.787194305881425	20.878469036483022	10.514563063116595	1.2206676388524307	1.8727964794749992	0.1966761928093399	86.0	111.0	48.0	13.0	36.0	44.0	64.0	59.0	24.0	28.0
2200000	-9178.123004793419	-1750.38729322966	-7427.735711563758	-7427.735711563758	-1577.5234458087393	0.8131717113077261	8.746240411234352	0.3651294408764991	0.19538016232682523	0.20266042503295165	0.23682997176372425	0.003950941699988313	49.07060531420916	24.084660144382156	2.699880783811942	3.8406977487776355	10.181672393929347	33.0310553045852	7.181767264144271	1.2710875277520999	1.191680150776359	0.23437564633353616	84.0	109.0	54.0	16.0	44.0	36.0	73.0	54.0	18.0	25.0
2225000	-9195.167643021085	-1737.090595903515	-7458.07704711757	-7458.07704711757	-1564.5668845603886	0.8450047562309783	7.811244029702752	0.35630407152858296	0.18276028503771435	0.20068273748690202	0.2602529059468009	0.003605963206114701	59.00758793237972	13.407999956785957	4.748502253399821	3.447177939742622	13.532045910593528	29.982935332721297	5.15627117103873	1.469743699530278	1.2383398493914426	0.3404677314265101	88.0	117.0	42.0	31.0	30.0	25.0	79.0	41.0	34.0	26.0
2250000	-9112.535598364677	-1674.5911958597408	-7437.944402504937	-7437.944402504937	-1502.7083117981824	0.828437081617709	6.0783343751119885	0.3643107661766582	0.1824914474601094	0.2120287489625923	0.24116903740064036	0.003918614390749448	64.93359125518059	20.998084740919836	3.794802893093016	3.5564386889327073	8.660902898123192	25.917117549263775	5.572900378940707	0.6139536249008141	1.3670435969601245	0.27740636100756577	88.0	106.0	51.0	47.0	15.0	25.0	74.0	44.0	30.0	33.0
2275000	-9146.895848027358	-1713.0390430104962	-7433.856805016861	-7433.856805016861	-1540.6887677322268	0.814207029286433	8.791649616767714	0.37015502598184763	0.1873765432017593	0.20852255100804856	0.23394587980834478	0.004029757225141272	47.11057281653804	14.753131278670494	4.131857582737594	12.845149396820466	15.484294472644828	22.28901870732875	7.121983114482875	0.7238781590438228	1.1224997840117705	0.1705230869888284	90.0	114.0	60.0	32.0	2.0	36.0	70.0	42.0	36.0	31.0
2300000	-9117.43530544626	-1709.9033906951277	-7407.531914751134	-7407.531914751134	-1532.6968102631124	0.7213183097462827	6.886559251400455	0.3612892202105216	0.1942559654364289	0.20490861169680413	0.23954620265624552	0.003726519559812579	50.995474862396804	19.92821490964905	2.981677070299432	17.66775402357645	39.22945586986821	38.05677608135075	6.568742630045452	0.9311073361130479	1.2778788463849597	0.22450650546847511	85.0	118.0	70.0	28.0	6.0	24.0	70.0	32.0	49.0	31.0
2325000	-9105.561848888072	-1687.411694097384	-7418.150154790688	-7418.150154790688	-1513.2458003051086	0.7035265087734955	9.613794032779087	0.35816425794207885	0.1799698150227086	0.21058768308397338	0.2512782439512393	0.0042643228131681865	39.614007481018966	18.628259239866438	2.8280206461751787	8.089912009430106	16.79817079191239	60.440993115835546	6.1886765834650435	1.1797932756755771	0.5633837785872505	0.23476335254375966	86.0	115.0	70.0	27.0	2.0	33.0	61.0	43.0	44.0	32.0
